domain,authority_score,authority_rank,total_citations,unique_verticals,first_position_citations,direct_quotes,category,citation_frequency_score,cross_vertical_score,first_position_score,direct_quote_score,query_diversity_score,temporal_consistency_score
files.asprtracie.hhs.gov,23.627633768804866,1102,2,1,2,0,government,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
easymedicaldevice.com,23.627633768804866,1101,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
learning.eupati.eu,23.627633768804866,1100,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
bttnusa.com,23.627633768804866,1099,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
practicebetter.io,23.627633768804866,1098,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
elitecareiv.com,23.627633768804866,1097,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
jerseygirlorganics.co.nz,23.627633768804866,1096,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
mymission.lamission.edu,23.627633768804866,1095,2,1,2,0,academic,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
thenutritioninsider.com,23.627633768804866,1094,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
artofliving.org,23.627633768804866,1093,2,1,2,0,government,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
jadeyoga.com,23.627633768804866,1092,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
lovelifeyoga.org,23.627633768804866,1091,2,1,2,0,government,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
thetinyhomegym.com,23.627633768804866,1090,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
gatewayfoundation.org,23.627633768804866,1089,2,1,2,0,government,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
cci.health.wa.gov.au,23.627633768804866,1088,2,1,2,0,government,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
ownersmag.com,23.627633768804866,1087,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
aithority.com,23.627633768804866,1086,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
enate.io,23.627633768804866,1085,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
ruder.io,23.627633768804866,1084,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
chatbase.co,23.627633768804866,1083,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
luminoso.com,23.627633768804866,1082,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
meter.com,23.627633768804866,1081,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
thebestvpn.com,23.627633768804866,1080,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
security.sdsu.edu,23.627633768804866,1079,2,1,2,0,academic,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
accuknox.com,23.627633768804866,1078,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
practical-devsecops.com,23.627633768804866,1077,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
publish.obsidian.md,23.627633768804866,1076,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
powersolution.com,23.627633768804866,1075,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
techreviewer.co,23.627633768804866,1074,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
spideraf.com,23.627633768804866,1073,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
plusqa.com,23.627633768804866,1072,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
websentra.com,23.627633768804866,1071,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
banani.co,23.627633768804866,1070,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
builtsystems.net,23.627633768804866,1069,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
bugbug.io,23.627633768804866,1068,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
blog.gorizen.com,23.627633768804866,1067,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
managementconsulted.com,23.627633768804866,1066,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
kapta.com,23.627633768804866,1065,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
replicon.com,23.627633768804866,1064,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
otio.ai,23.627633768804866,1063,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
effy.ai,23.627633768804866,1062,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
colonyspark.com,23.627633768804866,1061,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
putler.com,23.627633768804866,1060,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
toniakendrick.com,23.627633768804866,1059,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
outbrain.com,23.627633768804866,1058,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
sei.com,23.627633768804866,1057,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
seo.com,23.627633768804866,1056,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
sbnsoftware.com,23.627633768804866,1055,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
raiseright.com,23.627633768804866,1054,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
kcsourcelink.com,23.627633768804866,1053,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
sare.org,23.627633768804866,1052,2,1,2,0,government,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
teamcamp.app,23.627633768804866,1051,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
mollie.com,23.627633768804866,1050,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
esw.com,23.627633768804866,1049,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
wareiq.com,23.627633768804866,1048,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
emizentech.com,23.627633768804866,1047,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
dodropshipping.com,23.627633768804866,1046,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
raaft.io,23.627633768804866,1045,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
fidforward.com,23.627633768804866,1044,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
orhp.com,23.627633768804866,1043,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
crestline.com,23.627633768804866,1042,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
tripadvisor.mediaroom.com,23.627633768804866,1041,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
brewminate.com,23.627633768804866,1040,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
justluxe.com,23.627633768804866,1039,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
catisoutoftheoffice.com,23.627633768804866,1038,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
ptntravel.com,23.627633768804866,1037,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
qondor.com,23.627633768804866,1036,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
pilotinstitute.com,23.627633768804866,1035,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
disclo.com,23.627633768804866,1034,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
dcrs.com,23.627633768804866,1033,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
cheapair.com,23.627633768804866,1032,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
wunderbird.com,23.627633768804866,1031,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
roughguides.com,23.627633768804866,1030,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
newportworldresorts.com,23.627633768804866,1029,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
food-guide.canada.ca,23.627633768804866,1028,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
allthehealthythings.com,23.627633768804866,1027,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
eatingeurope.com,23.627633768804866,1026,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
appinio.com,23.627633768804866,1025,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
mealpro.net,23.627633768804866,1024,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
vimmi.net,23.627633768804866,1023,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
yoursclothing.com,23.627633768804866,1022,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
jinfengapparel.com,23.627633768804866,1021,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
yourhome.fanniemae.com,23.627633768804866,1020,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
simcoesolutions.com,23.627633768804866,1019,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
cinchhomeservices.com,23.627633768804866,1018,2,1,2,0,commercial,0.17513134851138354,4.3478260869565215,100.0,0.0,20.0,30.0
wrtrading.com,23.594233718767335,1127,7,1,6,0,commercial,0.6129597197898424,4.3478260869565215,85.71428571428571,0.0,40.0,30.0
revenuegeeks.com,23.59283321186542,1128,8,2,6,0,commercial,0.7005253940455342,8.695652173913043,75.0,0.0,40.0,30.0
bhf.org.uk,23.47287787975369,1129,11,3,6,3,government,0.9632224168126094,13.043478260869565,54.54545454545454,27.27272727272727,40.0,30.0
crowdstrike.com,23.44269977845703,1130,18,2,5,0,commercial,1.5761821366024518,8.695652173913043,27.77777777777778,0.0,100.0,30.0
tech.co,23.374832755001034,1131,4,3,1,1,commercial,0.3502626970227671,13.043478260869565,25.0,25.0,80.0,30.0
atiba.com,23.366491354022767,1132,24,15,0,5,commercial,2.1015761821366024,65.21739130434783,0.0,20.833333333333336,20.0,30.0
esecurityplanet.com,23.304561861293667,1133,17,2,7,1,commercial,1.4886164623467601,8.695652173913043,41.17647058823529,5.88235294117647,80.0,30.0
aafp.org,23.27715895617365,1134,5,2,3,0,government,0.43782837127845886,8.695652173913043,60.0,0.0,60.0,30.0
saratogainvestmentcorp.com,23.259896008963246,1135,14,2,7,0,commercial,1.2259194395796849,8.695652173913043,50.0,0.0,80.0,30.0
ahit.com,23.246613628699787,1136,16,1,11,0,commercial,1.4010507880910683,4.3478260869565215,68.75,0.0,60.0,30.0
monday.com,23.236421881628612,1137,23,4,3,2,commercial,2.0140105078809105,17.391304347826086,13.043478260869565,8.695652173913043,100.0,30.0
cato.org,23.171416605932713,1138,4,1,2,2,government,0.3502626970227671,4.3478260869565215,50.0,50.0,40.0,30.0
vaneck.com,23.162300084747358,1139,22,2,7,1,commercial,1.926444833625219,8.695652173913043,31.818181818181817,4.545454545454546,100.0,30.0
baymard.com,23.15826362525517,1140,6,6,0,4,commercial,0.5253940455341506,26.08695652173913,0.0,66.66666666666666,40.0,30.0
cigna.com,23.146724173564955,1141,5,3,2,1,commercial,0.43782837127845886,13.043478260869565,40.0,20.0,60.0,30.0
tokenmetrics.com,23.127633768804866,1148,2,1,1,1,commercial,0.17513134851138354,4.3478260869565215,50.0,50.0,40.0,30.0
osl.com,23.127633768804866,1147,2,1,1,1,commercial,0.17513134851138354,4.3478260869565215,50.0,50.0,40.0,30.0
parse.ly,23.127633768804866,1146,2,1,1,1,commercial,0.17513134851138354,4.3478260869565215,50.0,50.0,40.0,30.0
naturespath.com,23.127633768804866,1145,2,1,1,1,commercial,0.17513134851138354,4.3478260869565215,50.0,50.0,40.0,30.0
marianos.com,23.127633768804866,1144,2,1,1,1,commercial,0.17513134851138354,4.3478260869565215,50.0,50.0,40.0,30.0
truecoach.co,23.127633768804866,1143,2,1,1,1,commercial,0.17513134851138354,4.3478260869565215,50.0,50.0,40.0,30.0
quaderno.io,23.127633768804866,1142,2,1,1,1,commercial,0.17513134851138354,4.3478260869565215,50.0,50.0,40.0,30.0
projectmanager.com,23.09283321186542,1149,8,2,4,1,commercial,0.7005253940455342,8.695652173913043,50.0,12.5,60.0,30.0
fullscale.io,23.06007222808411,1150,7,4,2,1,commercial,0.6129597197898424,17.391304347826086,28.57142857142857,14.285714285714285,80.0,30.0
faddom.com,23.04764986783566,1151,7,3,4,0,commercial,0.6129597197898424,13.043478260869565,57.14285714285714,0.0,60.0,30.0
kraken.com,23.030477568321164,1152,3,1,1,2,commercial,0.2626970227670753,4.3478260869565215,33.33333333333333,66.66666666666666,40.0,30.0
mhanational.org,23.00526753760973,1153,4,2,1,2,government,0.3502626970227671,8.695652173913043,25.0,50.0,60.0,30.0
careervillage.org,22.992677932362316,1154,8,4,1,3,government,0.7005253940455342,17.391304347826086,12.5,37.5,80.0,30.0
junglescout.com,22.904792724978517,1155,7,3,1,2,commercial,0.6129597197898424,13.043478260869565,14.285714285714285,28.57142857142857,80.0,30.0
health.ucdavis.edu,22.886616048993265,1156,10,2,1,3,academic,0.8756567425569177,8.695652173913043,10.0,30.0,100.0,30.0
schwab.com,22.850081401630934,1157,42,4,1,1,commercial,3.677758318739054,17.391304347826086,2.380952380952381,2.380952380952381,100.0,30.0
insurify.com,22.80844993648618,1158,36,1,6,8,commercial,3.1523642732049035,4.3478260869565215,16.666666666666664,22.22222222222222,100.0,30.0
moneygeek.com,22.794165131858044,1159,19,2,4,2,commercial,1.6637478108581436,8.695652173913043,21.052631578947366,10.526315789473683,100.0,30.0
webmd.com,22.793248197017327,1160,25,6,1,5,commercial,2.189141856392294,26.08695652173913,4.0,20.0,80.0,30.0
prosperops.com,22.790981823324017,1161,4,2,3,0,commercial,0.3502626970227671,8.695652173913043,75.0,0.0,40.0,30.0
hockeystack.com,22.780112258106627,1162,4,4,2,0,commercial,0.3502626970227671,17.391304347826086,50.0,0.0,60.0,30.0
yotpo.com,22.75618126638457,1163,10,3,3,1,commercial,0.8756567425569177,13.043478260869565,30.0,10.0,80.0,30.0
itprotoday.com,22.71148470048188,1165,2,2,1,1,commercial,0.17513134851138354,8.695652173913043,50.0,50.0,20.0,30.0
support.apple.com,22.71148470048188,1164,2,2,1,1,commercial,0.17513134851138354,8.695652173913043,50.0,50.0,20.0,30.0
td.com,22.703538843390856,1166,17,3,6,0,commercial,1.4886164623467601,13.043478260869565,35.294117647058826,0.0,80.0,30.0
quenza.com,22.693308024496634,1168,5,1,4,0,commercial,0.43782837127845886,4.3478260869565215,80.0,0.0,40.0,30.0
hotelminder.com,22.693308024496634,1167,5,1,4,0,commercial,0.43782837127845886,4.3478260869565215,80.0,0.0,40.0,30.0
ascendiacdmo.com,22.649525187368788,1170,3,1,2,0,commercial,0.2626970227670753,4.3478260869565215,66.66666666666666,0.0,60.0,30.0
dropship.io,22.649525187368788,1169,3,1,2,0,commercial,0.2626970227670753,4.3478260869565215,66.66666666666666,0.0,60.0,30.0
softwarereviews.com,22.59132518285035,1171,13,7,2,1,commercial,1.138353765323993,30.434782608695656,15.384615384615385,7.6923076923076925,60.0,30.0
nordlayer.com,22.591311237050977,1172,15,2,4,1,commercial,1.3134851138353765,8.695652173913043,26.666666666666668,6.666666666666667,80.0,30.0
sec.gov,22.566709452379136,1173,3,2,1,1,government,0.2626970227670753,8.695652173913043,33.33333333333333,33.33333333333333,60.0,30.0
travelers.com,22.564488583829174,1174,36,5,12,0,commercial,3.1523642732049035,21.73913043478261,33.33333333333333,0.0,60.0,30.0
exercise.com,22.542778460657086,1175,9,1,5,0,commercial,0.7880910683012259,4.3478260869565215,55.55555555555556,0.0,60.0,30.0
clutch.co,22.476221296407086,1176,7,3,4,0,commercial,0.6129597197898424,13.043478260869565,57.14285714285714,0.0,40.0,30.0
healthrecoverysolutions.com,22.43504614626978,1177,11,1,6,0,commercial,0.9632224168126094,4.3478260869565215,54.54545454545454,0.0,60.0,30.0
score.org,22.402905439949528,1178,15,6,3,0,government,1.3134851138353765,26.08695652173913,20.0,0.0,60.0,30.0
talentdesk.io,22.39033079157194,1179,14,1,7,0,commercial,1.2259194395796849,4.3478260869565215,50.0,0.0,80.0,30.0
adjust.com,22.387317662159663,1180,35,4,1,2,commercial,3.064798598949212,17.391304347826086,2.857142857142857,5.714285714285714,100.0,30.0
purplesec.us,22.370111081334716,1181,11,1,7,0,commercial,0.9632224168126094,4.3478260869565215,63.63636363636363,0.0,60.0,30.0
play.google.com,22.350922007931068,1182,9,6,3,2,commercial,0.7880910683012259,26.08695652173913,33.33333333333333,22.22222222222222,40.0,30.0
fitsmallbusiness.com,22.278458239815127,1183,9,4,4,2,commercial,0.7880910683012259,17.391304347826086,44.44444444444444,22.22222222222222,40.0,30.0
devopsschool.com,22.272318369211693,1184,14,3,9,0,commercial,1.2259194395796849,13.043478260869565,64.28571428571429,0.0,40.0,30.0
acc.org,22.25526753760973,1185,4,2,2,1,government,0.3502626970227671,8.695652173913043,50.0,25.0,40.0,30.0
nccih.nih.gov,22.234289847820644,1186,9,3,3,0,government,0.7880910683012259,13.043478260869565,33.33333333333333,0.0,80.0,30.0
itexus.com,22.233376119045804,1187,3,2,2,0,commercial,0.2626970227670753,8.695652173913043,66.66666666666666,0.0,40.0,30.0
sell.amazon.com,22.18938462740336,1188,33,1,10,3,commercial,2.8896672504378285,4.3478260869565215,30.303030303030305,9.090909090909092,80.0,30.0
security.org,22.180161966006782,1189,33,2,5,1,government,2.8896672504378285,8.695652173913043,15.151515151515152,3.0303030303030303,100.0,30.0
akamai.com,22.172330334707553,1190,10,2,7,0,commercial,0.8756567425569177,8.695652173913043,70.0,0.0,40.0,30.0
appinventiv.com,22.125746483775874,1191,10,4,4,0,commercial,0.8756567425569177,17.391304347826086,40.0,0.0,60.0,30.0
tipalti.com,22.12462063939259,1192,23,4,7,1,commercial,2.0140105078809105,17.391304347826086,30.434782608695656,4.3478260869565215,60.0,30.0
splunk.com,22.111040708067286,1193,12,6,1,2,commercial,1.0507880910683012,26.08695652173913,8.333333333333332,16.666666666666664,80.0,30.0
myamazonguy.com,22.078096615940215,1194,3,1,2,0,commercial,0.2626970227670753,4.3478260869565215,66.66666666666666,0.0,40.0,30.0
neilpatel.com,22.041895552098858,1196,10,3,5,0,commercial,0.8756567425569177,13.043478260869565,50.0,0.0,60.0,30.0
sprinklr.com,22.041895552098858,1195,10,3,5,0,commercial,0.8756567425569177,13.043478260869565,50.0,0.0,60.0,30.0
chase.com,22.03931549205382,1197,16,3,5,2,commercial,1.4010507880910683,13.043478260869565,31.25,12.5,60.0,30.0
viso.ai,22.03318793442908,1198,14,1,6,0,commercial,1.2259194395796849,4.3478260869565215,42.857142857142854,0.0,80.0,30.0
blog.quantinsti.com,22.013214621110762,1199,12,1,6,2,commercial,1.0507880910683012,4.3478260869565215,50.0,16.666666666666664,60.0,30.0
farmcreditcfl.com,21.997198986196167,1204,2,2,1,1,commercial,0.17513134851138354,8.695652173913043,50.0,50.0,20.0,30.0
twinstarcu.com,21.997198986196167,1203,2,2,1,1,commercial,0.17513134851138354,8.695652173913043,50.0,50.0,20.0,30.0
nm.org,21.997198986196167,1202,2,2,1,1,government,0.17513134851138354,8.695652173913043,50.0,50.0,20.0,30.0
alliedmarketresearch.com,21.997198986196167,1201,2,2,1,1,commercial,0.17513134851138354,8.695652173913043,50.0,50.0,20.0,30.0
comprehensiveresourcemodel.com,21.997198986196167,1200,2,2,1,1,commercial,0.17513134851138354,8.695652173913043,50.0,50.0,20.0,30.0
apac.dicksondata.com,21.98285852070212,1206,3,1,2,1,commercial,0.2626970227670753,4.3478260869565215,66.66666666666666,33.33333333333333,20.0,30.0
onenine.com,21.98285852070212,1205,3,1,2,1,commercial,0.2626970227670753,4.3478260869565215,66.66666666666666,33.33333333333333,20.0,30.0
enterprise.com,21.937240137460954,1207,13,3,4,0,commercial,1.138353765323993,13.043478260869565,30.76923076923077,0.0,80.0,30.0
netsuite.com,21.92963744547541,1208,7,5,1,2,commercial,0.6129597197898424,21.73913043478261,14.285714285714285,28.57142857142857,60.0,30.0
tradefundrr.com,21.921416605932713,1210,4,1,3,0,commercial,0.3502626970227671,4.3478260869565215,75.0,0.0,40.0,30.0
noble.health,21.921416605932713,1209,4,1,3,0,commercial,0.3502626970227671,4.3478260869565215,75.0,0.0,40.0,30.0
foodgardening.mequoda.com,21.891984809863438,1211,9,1,6,1,commercial,0.7880910683012259,4.3478260869565215,66.66666666666666,11.11111111111111,40.0,30.0
codingcops.com,21.883982280188405,1212,8,1,7,0,commercial,0.7005253940455342,4.3478260869565215,87.5,0.0,20.0,30.0
learnmeabitcoin.com,21.841919483090578,1213,2,1,1,1,commercial,0.17513134851138354,4.3478260869565215,50.0,50.0,20.0,30.0
rapidinnovation.io,21.75526753760973,1214,4,2,2,0,commercial,0.3502626970227671,8.695652173913043,50.0,0.0,60.0,30.0
stockanalysis.com,21.749513221872927,1215,7,2,5,1,commercial,0.6129597197898424,8.695652173913043,71.42857142857143,14.285714285714285,20.0,30.0
emailtooltester.com,21.689381166309513,1216,20,3,2,0,commercial,1.7513134851138354,13.043478260869565,10.0,0.0,100.0,30.0
softwarehouse.au,21.660547040715322,1217,4,3,3,0,commercial,0.3502626970227671,13.043478260869565,75.0,0.0,20.0,30.0
bbb.org,21.657218210100265,1218,22,11,2,4,government,1.926444833625219,47.82608695652174,9.090909090909092,18.181818181818183,20.0,30.0
adapty.io,21.64283835406199,1219,11,1,5,0,commercial,0.9632224168126094,4.3478260869565215,45.45454545454545,0.0,80.0,30.0
brownhealth.org,21.596547954444095,1220,12,1,7,0,government,1.0507880910683012,4.3478260869565215,58.333333333333336,0.0,60.0,30.0
fastercapital.com,21.58911846928675,1221,4,3,1,0,commercial,0.3502626970227671,13.043478260869565,25.0,0.0,80.0,30.0
contentstack.com,21.58476466045186,1222,6,2,4,0,commercial,0.5253940455341506,8.695652173913043,66.66666666666666,0.0,40.0,30.0
apptweak.com,21.58107106900223,1223,18,1,4,1,commercial,1.5761821366024518,4.3478260869565215,22.22222222222222,5.555555555555555,100.0,30.0
nhlbi.nih.gov,21.56287324188794,1224,5,2,2,0,government,0.43782837127845886,8.695652173913043,40.0,0.0,80.0,30.0
fda.gov,21.555506303640772,1225,28,4,3,2,government,2.4518388791593697,17.391304347826086,10.714285714285714,7.142857142857142,80.0,30.0
flowium.com,21.540981823324017,1226,4,2,2,1,commercial,0.3502626970227671,8.695652173913043,50.0,25.0,40.0,30.0
business.adobe.com,21.523682979626024,1227,25,5,5,3,commercial,2.189141856392294,21.73913043478261,20.0,12.0,60.0,30.0
jotform.com,21.519090404760092,1229,3,2,2,0,commercial,0.2626970227670753,8.695652173913043,66.66666666666666,0.0,40.0,30.0
bnbforms.com,21.519090404760092,1228,3,2,2,0,commercial,0.2626970227670753,8.695652173913043,66.66666666666666,0.0,40.0,30.0
ramp.com,21.510809737738086,1230,20,3,5,2,commercial,1.7513134851138354,13.043478260869565,25.0,10.0,80.0,30.0
wrike.com,21.509035988948234,1231,16,2,1,1,commercial,1.4010507880910683,8.695652173913043,6.25,6.25,100.0,30.0
digitalagencynetwork.com,21.476221296407086,1232,7,3,2,0,commercial,0.6129597197898424,13.043478260869565,28.57142857142857,0.0,80.0,30.0
cybernews.com,21.446903853779663,1233,11,3,4,0,commercial,0.9632224168126094,13.043478260869565,36.36363636363637,0.0,60.0,30.0
deliverect.com,21.429485157346267,1234,6,1,4,0,commercial,0.5253940455341506,4.3478260869565215,66.66666666666666,0.0,40.0,30.0
angelone.in,21.3638109016545,1238,3,1,2,0,commercial,0.2626970227670753,4.3478260869565215,66.66666666666666,0.0,40.0,30.0
liftvault.com,21.3638109016545,1237,3,1,2,0,commercial,0.2626970227670753,4.3478260869565215,66.66666666666666,0.0,40.0,30.0
calm.com,21.3638109016545,1236,3,1,2,0,commercial,0.2626970227670753,4.3478260869565215,66.66666666666666,0.0,40.0,30.0
fidelissecurity.com,21.3638109016545,1235,3,1,2,0,commercial,0.2626970227670753,4.3478260869565215,66.66666666666666,0.0,40.0,30.0
siteminder.com,21.320941793301497,1239,7,2,2,0,commercial,0.6129597197898424,8.695652173913043,28.57142857142857,0.0,80.0,30.0
admob.google.com,21.317349585078833,1240,17,1,8,1,commercial,1.4886164623467601,4.3478260869565215,47.05882352941176,5.88235294117647,60.0,30.0
rippling.com,21.30291740544539,1241,11,5,3,1,commercial,0.9632224168126094,21.73913043478261,27.27272727272727,9.090909090909092,60.0,30.0
support.microsoft.com,21.292694062881257,1242,19,4,4,1,commercial,1.6637478108581436,17.391304347826086,21.052631578947366,5.263157894736842,80.0,30.0
zillow.com,21.252466523805897,1243,6,4,1,0,commercial,0.5253940455341506,17.391304347826086,16.666666666666664,0.0,80.0,30.0
theproductmanager.com,21.236117305370332,1244,21,5,0,0,commercial,1.838879159369527,21.73913043478261,0.0,0.0,100.0,30.0
docs.aws.amazon.com,21.228982644029497,1245,29,5,2,6,commercial,2.539404553415061,21.73913043478261,6.896551724137931,20.689655172413794,60.0,30.0
technologyadvice.com,21.215351731189696,1246,7,5,2,0,commercial,0.6129597197898424,21.73913043478261,28.57142857142857,0.0,60.0,30.0
squareup.com,21.193460312625774,1247,6,5,0,3,commercial,0.5253940455341506,21.73913043478261,0.0,50.0,60.0,30.0
cbsnews.com,21.146724173564955,1248,5,3,2,0,commercial,0.43782837127845886,13.043478260869565,40.0,0.0,60.0,30.0
movadex.com,21.127633768804866,1252,2,1,1,1,commercial,0.17513134851138354,4.3478260869565215,50.0,50.0,20.0,30.0
plusapn.com,21.127633768804866,1251,2,1,1,1,commercial,0.17513134851138354,4.3478260869565215,50.0,50.0,20.0,30.0
herofincorp.com,21.127633768804866,1250,2,1,1,1,commercial,0.17513134851138354,4.3478260869565215,50.0,50.0,20.0,30.0
